,club_name,club_api_id,player_name,age,age_range,position,club_involved_name,fee,transfer_movement,fee_cleaned_millions,league_name,year,season
8557,Tottenham Hotspur,8586,Kyle Walker,21.0,15-22,Defender,Aston Villa,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8558,Tottenham Hotspur,8586,Jonathan Obika,20.0,15-22,Forward,Crystal Palace,"End of loanJan 7, 2011",in,0.0,Premier League,2010,2010/2011
8559,Tottenham Hotspur,8586,Robbie Keane,30.0,30+,Forward,West Ham,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8560,Tottenham Hotspur,8586,Danny Rose,20.0,15-22,Defender,Bristol City,"End of loanFeb 22, 2011",in,0.0,Premier League,2010,2010/2011
8561,Tottenham Hotspur,8586,Dean Parrett,19.0,15-22,Midfielder,Charlton,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8562,Tottenham Hotspur,8586,Ben Alnwick,23.0,23-29,Defender,Leeds,"End of loanNov 1, 2010",in,0.0,Premier League,2010,2010/2011
8563,Tottenham Hotspur,8586,Jamie O'Hara,23.0,23-29,Midfielder,Portsmouth,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8564,Tottenham Hotspur,8586,Steven Caulker,18.0,15-22,Defender,Yeovil Town,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8565,Tottenham Hotspur,8586,David Button,21.0,15-22,Defender,Shrewsbury,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
8566,Tottenham Hotspur,8586,Giovani dos Santos,21.0,15-22,Forward,Galatasaray,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8567,Blackburn Rovers,8655,Mauro Formica,22.0,15-22,Midfielder,Newell's,£3.60m,in,3.6,Premier League,2010,2010/2011
8568,Blackburn Rovers,8655,Jermaine Jones,29.0,23-29,Midfielder,FC Schalke 04,Loan fee:£540k,in,0.54,Premier League,2010,2010/2011
8569,Blackburn Rovers,8655,Rubén Rochina,19.0,15-22,Midfielder,FC Barcelona B,£405k,in,0.405,Premier League,2010,2010/2011
8570,Blackburn Rovers,8655,Roque Santa Cruz,29.0,23-29,Forward,Man City,Loan,in,0.0,Premier League,2010,2010/2011
8571,Blackburn Rovers,8655,Mame Diouf,22.0,15-22,Forward,Man Utd,Loan,in,0.0,Premier League,2010,2010/2011
8572,Blackburn Rovers,8655,Benjani,31.0,30+,Forward,Man City,Free Transfer,in,0.0,Premier League,2010,2010/2011
8573,Blackburn Rovers,8655,Jason Brown,29.0,23-29,Defender,Cardiff,"End of loanMay 23, 2011",in,0.0,Premier League,2010,2010/2011
8574,Blackburn Rovers,8655,Josh Morris,18.0,15-22,Midfielder,Blackburn U18,-,in,0.0,Premier League,2010,2010/2011
8575,Blackburn Rovers,8655,Jake Kean,19.0,15-22,Defender,Blackburn U18,-,in,0.0,Premier League,2010,2010/2011
8576,Blackburn Rovers,8655,Frank Fielding,22.0,15-22,Defender,Derby,"End of loanMar 1, 2011",in,0.0,Premier League,2010,2010/2011
8577,Blackburn Rovers,8655,Nick Blackman,21.0,15-22,Forward,Aberdeen FC,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8578,Blackburn Rovers,8655,Nick Blackman,21.0,15-22,Forward,Motherwell FC,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
8579,Blackburn Rovers,8655,El-Hadji Diouf,30.0,30+,Forward,Rangers,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8580,Blackburn Rovers,8655,Gavin Gunning,19.0,15-22,Defender,Bury,"End of loanJan 12, 2011",in,0.0,Premier League,2010,2010/2011
8581,Blackburn Rovers,8655,Zac Aley,19.0,15-22,Forward,Morecambe FC,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8582,Blackburn Rovers,8655,Zac Aley,18.0,15-22,Forward,Blackburn U18,-,in,0.0,Premier League,2010,2010/2011
8583,Blackburn Rovers,8655,Jake Kean,19.0,15-22,Defender,Hartlepool Utd.,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
8584,Blackburn Rovers,8655,Amine Linganzi,21.0,15-22,Midfielder,Preston NE,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8585,Blackburn Rovers,8655,Jason Brown,28.0,23-29,Defender,Leeds,"End of loanNov 14, 2010",in,0.0,Premier League,2010,2010/2011
8586,Blackburn Rovers,8655,Gavin Gunning,20.0,15-22,Defender,Motherwell FC,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8587,Blackburn Rovers,8655,Jason Brown,28.0,23-29,Defender,Leyton Orient,"End of loanDec 19, 2010",in,0.0,Premier League,2010,2010/2011
8588,Blackburn Rovers,8655,Jason Lowe,19.0,15-22,Midfielder,Oldham Athletic,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8589,Blackburn Rovers,8655,Jason Lowe,18.0,15-22,Midfielder,Blackburn U18,-,in,0.0,Premier League,2010,2010/2011
8590,Blackburn Rovers,8655,Alex Marrow,20.0,15-22,Midfielder,Crystal Palace,"End of loanJan 5, 2011",in,0.0,Premier League,2010,2010/2011
8591,Blackburn Rovers,8655,Michael Potts,18.0,15-22,Midfielder,Blackburn U18,-,in,0.0,Premier League,2010,2010/2011
8592,Blackburn Rovers,8655,Zurab Khizanishvili,29.0,23-29,Defender,Reading,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8593,Blackburn Rovers,8655,Hérold Goulon,22.0,15-22,Midfielder,Without Club,-,in,0.0,Premier League,2010,2010/2011
8594,Blackburn Rovers,8655,Aaron Doran,19.0,15-22,Midfielder,Inverness Cal.,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8595,Blackburn Rovers,8655,Frank Fielding,22.0,15-22,Defender,Derby,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
8596,Manchester City,8456,Edin Dzeko,24.0,23-29,Forward,VfL Wolfsburg,£33.30m,in,33.3,Premier League,2010,2010/2011
8597,Manchester City,8456,Yaya Touré,27.0,23-29,Midfielder,FC Barcelona,£27.00m,in,27.0,Premier League,2010,2010/2011
8598,Manchester City,8456,Mario Balotelli,20.0,15-22,Forward,Inter,£26.55m,in,26.55,Premier League,2010,2010/2011
8599,Manchester City,8456,David Silva,24.0,23-29,Midfielder,Valencia,£25.88m,in,25.88,Premier League,2010,2010/2011
8600,Manchester City,8456,Aleksandar Kolarov,24.0,23-29,Defender,Lazio,£21.47m,in,21.47,Premier League,2010,2010/2011
8601,Manchester City,8456,James Milner,24.0,23-29,Midfielder,Aston Villa,£19.80m,in,19.8,Premier League,2010,2010/2011
8602,Manchester City,8456,Jérôme Boateng,21.0,15-22,Defender,Hamburger SV,£11.25m,in,11.25,Premier League,2010,2010/2011
8603,Manchester City,8456,Mohammed Abu,18.0,15-22,Midfielder,SC Accra,?,in,2.3513605442176875,Premier League,2010,2010/2011
8604,Manchester City,8456,Vladimir Weiss,21.0,15-22,Forward,Rangers,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8605,Manchester City,8456,Dedryck Boyata,19.0,15-22,Defender,Man City Res.,-,in,0.0,Premier League,2010,2010/2011
8606,Manchester City,8456,Roque Santa Cruz,29.0,23-29,Forward,Blackburn,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8607,Manchester City,8456,Donal McDermott,21.0,15-22,Midfielder,Bournemouth,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8608,Manchester City,8456,Gunnar Nielsen,24.0,23-29,Defender,Tranmere Rovers,"End of loanJan 1, 2011",in,0.0,Premier League,2010,2010/2011
8609,Manchester City,8456,Javan Vidal,21.0,15-22,Defender,Chesterfield FC,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
8610,Manchester City,8456,Frédéric Veseli,18.0,15-22,Defender,Man City U18,-,in,0.0,Premier League,2010,2010/2011
8611,Manchester City,8456,Craig Bellamy,31.0,30+,Forward,Cardiff,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8612,Manchester City,8456,Ben Mee,20.0,15-22,Defender,Man City Res.,-,in,0.0,Premier League,2010,2010/2011
8613,Manchester City,8456,Wayne Bridge,30.0,30+,Defender,West Ham,"End of loanMay 23, 2011",in,0.0,Premier League,2010,2010/2011
8614,Manchester City,8456,Abdisalam Ibrahim,19.0,15-22,Midfielder,Scunthorpe Utd.,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8615,Manchester City,8456,John Guidetti,18.0,15-22,Forward,Burnley,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
8616,Manchester City,8456,Ahmad Benali,18.0,15-22,Midfielder,Man City U18,-,in,0.0,Premier League,2010,2010/2011
8617,Manchester City,8456,Nedum Onuoha,24.0,23-29,Defender,Sunderland,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8618,Manchester City,8456,Reece Wabara,18.0,15-22,Defender,Man City U18,-,in,0.0,Premier League,2010,2010/2011
8619,Manchester City,8456,Ben Mee,21.0,15-22,Defender,Leicester,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8620,Manchester City,8456,David González,28.0,23-29,Defender,Leeds,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8621,Manchester City,8456,James Poole,20.0,15-22,Forward,Hartlepool Utd.,"End of loanDec 13, 2010",in,0.0,Premier League,2010,2010/2011
8622,Manchester City,8456,Greg Cunningham,19.0,15-22,Defender,Leicester,"End of loanJan 22, 2011",in,0.0,Premier League,2010,2010/2011
8623,Manchester City,8456,Ryan McGivern,21.0,15-22,Defender,Walsall,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8624,Manchester City,8456,Abdisalam Ibrahim,19.0,15-22,Midfielder,Man City U18,-,in,0.0,Premier League,2010,2010/2011
8625,Manchester City,8456,Valeri Bojinov,24.0,23-29,Forward,Parma,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8626,Manchester City,8456,Vladimir Weiss,20.0,15-22,Forward,Bolton,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
8627,Manchester City,8456,John Guidetti,18.0,15-22,Forward,Brommapojkarna,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8628,Manchester City,8456,Jô,23.0,23-29,Forward,Galatasaray,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8629,Manchester City,8456,Donal McDermott,20.0,15-22,Midfielder,Scunthorpe Utd.,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
8630,Manchester City,8456,Felipe Caicedo,21.0,15-22,Forward,Málaga CF,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8631,Manchester City,8456,Robinho,26.0,23-29,Forward,Santos FC,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8632,Sunderland AFC,8472,Asamoah Gyan,24.0,23-29,Forward,Stade Rennais,£14.40m,in,14.4,Premier League,2010,2010/2011
8633,Sunderland AFC,8472,Stéphane Sessègnon,26.0,23-29,Midfielder,Paris SG,£6.30m,in,6.3,Premier League,2010,2010/2011
8634,Sunderland AFC,8472,Simon Mignolet,22.0,15-22,Defender,Sint-Truiden,£2.25m,in,2.25,Premier League,2010,2010/2011
8635,Sunderland AFC,8472,Marcos Angeleri,27.0,23-29,Defender,Estudiantes,£1.62m,in,1.62,Premier League,2010,2010/2011
8636,Sunderland AFC,8472,Titus Bramble,28.0,23-29,Defender,Wigan,£1.08m,in,1.08,Premier League,2010,2010/2011
8637,Sunderland AFC,8472,Ahmed Elmohamady,22.0,15-22,Defender,Enppi,Loan fee:£540k,in,0.54,Premier League,2010,2010/2011
8638,Sunderland AFC,8472,Cristian Riveros,27.0,23-29,Midfielder,CD Cruz Azul,Free Transfer,in,0.0,Premier League,2010,2010/2011
8639,Sunderland AFC,8472,Sulley Muntari,26.0,23-29,Midfielder,Inter,Loan,in,0.0,Premier League,2010,2010/2011
8640,Sunderland AFC,8472,Nedum Onuoha,23.0,23-29,Defender,Man City,Loan,in,0.0,Premier League,2010,2010/2011
8641,Sunderland AFC,8472,Billy Knott,17.0,15-22,Midfielder,Chelsea U18,Free Transfer,in,0.0,Premier League,2010,2010/2011
8642,Sunderland AFC,8472,Danny Welbeck,19.0,15-22,Forward,Man Utd,Loan,in,0.0,Premier League,2010,2010/2011
8643,Sunderland AFC,8472,Oumare Tounkara,21.0,15-22,Forward,Oldham Athletic,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8644,Sunderland AFC,8472,Matthew Kilgallon,26.0,23-29,Defender,Middlesbrough,"End of loanSep 1, 2010",in,0.0,Premier League,2010,2010/2011
8645,Sunderland AFC,8472,Adam Reed,20.0,15-22,Midfielder,Brentford,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8646,Sunderland AFC,8472,Robbie Weir,22.0,15-22,Midfielder,York City,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
8647,Sunderland AFC,8472,Trevor Carson,23.0,23-29,Defender,Brentford,"End of loanApr 1, 2011",in,0.0,Premier League,2010,2010/2011
8648,Sunderland AFC,8472,Michael Liddle,20.0,15-22,Defender,Leyton Orient,"End of loanSep 8, 2010",in,0.0,Premier League,2010,2010/2011
8649,Sunderland AFC,8472,Robbie Weir,22.0,15-22,Midfielder,Tranmere Rovers,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8650,Sunderland AFC,8472,Andy Reid,28.0,23-29,Midfielder,Sheffield Utd.,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
8651,Sunderland AFC,8472,Jordan Cook,21.0,15-22,Forward,Walsall,"End of loanMay 21, 2011",in,0.0,Premier League,2010,2010/2011
8652,Sunderland AFC,8472,David Healy,31.0,30+,Forward,Doncaster,"End of loanJan 4, 2011",in,0.0,Premier League,2010,2010/2011
8653,Sunderland AFC,8472,Trevor Carson,22.0,15-22,Defender,Lincoln City,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
8654,Sunderland AFC,8472,Matthew Kilgallon,27.0,23-29,Defender,Doncaster,"End of loanMay 8, 2011",in,0.0,Premier League,2010,2010/2011
8655,Sunderland AFC,8472,Ryan Noble,19.0,15-22,Forward,Derby,"End of loanOct 27, 2010",in,0.0,Premier League,2010,2010/2011
8656,Sunderland AFC,8472,George McCartney,30.0,30+,Defender,Leeds,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8657,Sunderland AFC,8472,Jack Colback,21.0,15-22,Midfielder,Ipswich,"End of loanJan 4, 2011",in,0.0,Premier League,2010,2010/2011
8658,Sunderland AFC,8472,Jack Colback,20.0,15-22,Midfielder,Ipswich,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
8659,Sunderland AFC,8472,Nyron Nosworthy,29.0,23-29,Defender,Sheffield Utd.,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8660,Sunderland AFC,8472,Daryl Murphy,27.0,23-29,Forward,Ipswich,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
8661,Sunderland AFC,8472,Márton Fülöp,27.0,23-29,Defender,Man City,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
8662,Birmingham City,8658,Ben Foster,27.0,23-29,Defender,Man Utd,£6.30m,in,6.3,Premier League,2010,2010/2011
8663,Birmingham City,8658,Nikola Zigic,29.0,23-29,Forward,Valencia,£6.30m,in,6.3,Premier League,2010,2010/2011
8664,Birmingham City,8658,Jean Beausejour,26.0,23-29,Defender,América,£4.32m,in,4.32,Premier League,2010,2010/2011
8665,Birmingham City,8658,Curtis Davies,25.0,23-29,Defender,Aston Villa,£3.60m,in,3.6,Premier League,2010,2010/2011
8666,Birmingham City,8658,Aleksandr Hleb,29.0,23-29,Midfielder,FC Barcelona,Loan fee:£1.08m,in,1.08,Premier League,2010,2010/2011
8667,Birmingham City,8658,Matt Derbyshire,24.0,23-29,Forward,Olympiacos,Loan fee:£540k,in,0.54,Premier League,2010,2010/2011
8668,Birmingham City,8658,Martin Jiranek,31.0,30+,Defender,Spartak Moscow,£540k,in,0.54,Premier League,2010,2010/2011
8669,Birmingham City,8658,Obafemi Martins,26.0,23-29,Forward,Rubin Kazan,Loan fee:£360k,in,0.36,Premier League,2010,2010/2011
8670,Birmingham City,8658,Enric Vallès,20.0,15-22,Midfielder,NAC Breda,Free Transfer,in,0.0,Premier League,2010,2010/2011
8671,Birmingham City,8658,David Bentley,26.0,23-29,Midfielder,Spurs,Loan,in,0.0,Premier League,2010,2010/2011
8672,Birmingham City,8658,Jordon Mutch,19.0,15-22,Midfielder,Watford,"End of loanJan 4, 2011",in,0.0,Premier League,2010,2010/2011
8673,Birmingham City,8658,Robin Shroot,22.0,15-22,Forward,Cheltenham Town,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
8674,Birmingham City,8658,Dan Preston,19.0,15-22,Defender,Hereford Utd.,"End of loanApr 14, 2011",in,0.0,Premier League,2010,2010/2011
8675,Birmingham City,8658,Jay O'Shea,22.0,15-22,Midfielder,Stevenage FC,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
8676,Birmingham City,8658,Reece Fleet,18.0,15-22,Midfielder,Birmingham U18,-,in,0.0,Premier League,2010,2010/2011
8677,Birmingham City,8658,Luke Hubbins,19.0,15-22,Midfielder,Notts County,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
8678,Birmingham City,8658,Jake Jervis,19.0,15-22,Forward,Hereford Utd.,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
8679,Birmingham City,8658,Garry O'Connor,27.0,23-29,Forward,Barnsley FC,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
8680,Birmingham City,8658,Luke Hubbins,18.0,15-22,Midfielder,Birmingham U18,-,in,0.0,Premier League,2010,2010/2011
8681,Birmingham City,8658,Jake Jervis,19.0,15-22,Forward,Notts County,"End of loanNov 1, 2010",in,0.0,Premier League,2010,2010/2011
8682,Birmingham City,8658,Jay O'Shea,22.0,15-22,Midfielder,Port Vale,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
8683,Birmingham City,8658,Marcus Bent,32.0,30+,Forward,Wolves,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
8684,Birmingham City,8658,Marcus Bent,32.0,30+,Forward,Sheffield Utd.,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8685,Birmingham City,8658,Jordon Mutch,18.0,15-22,Midfielder,Doncaster,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
8686,Birmingham City,8658,Franck Queudrue,31.0,30+,Defender,Colchester Utd.,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
8687,Bolton Wanderers,8559,David Wheater,23.0,23-29,Defender,Middlesbrough,£2.48m,in,2.48,Premier League,2010,2010/2011
8688,Bolton Wanderers,8559,Marcos Alonso,19.0,15-22,Defender,RM Castilla,£2.16m,in,2.16,Premier League,2010,2010/2011
8689,Bolton Wanderers,8559,Tom Eaves,18.0,15-22,Forward,Oldham Athletic,£221k,in,0.221,Premier League,2010,2010/2011
8690,Bolton Wanderers,8559,Robbie Blake,34.0,30+,Forward,Burnley,Free Transfer,in,0.0,Premier League,2010,2010/2011
8691,Bolton Wanderers,8559,Martin Petrov,31.0,30+,Forward,Man City,Free Transfer,in,0.0,Premier League,2010,2010/2011
8692,Bolton Wanderers,8559,Ivan Klasnic,30.0,30+,Forward,FC Nantes,Free Transfer,in,0.0,Premier League,2010,2010/2011
8693,Bolton Wanderers,8559,Daniel Sturridge,21.0,15-22,Forward,Chelsea,Loan,in,0.0,Premier League,2010,2010/2011
8694,Bolton Wanderers,8559,Rodrigo,19.0,15-22,Forward,Benfica,Loan,in,0.0,Premier League,2010,2010/2011
8695,Bolton Wanderers,8559,Danny Ward,20.0,15-22,Forward,Huddersfield,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
8696,Bolton Wanderers,8559,Liam Irwin,17.0,15-22,Midfielder,Bolton W. U18,-,in,0.0,Premier League,2010,2010/2011
8697,Bolton Wanderers,8559,Javlon Campbell,18.0,15-22,Forward,Bolton U23,-,in,0.0,Premier League,2010,2010/2011
8698,Bolton Wanderers,8559,Danny Ward,19.0,15-22,Forward,Coventry,"End of loanOct 15, 2010",in,0.0,Premier League,2010,2010/2011
8699,Bolton Wanderers,8559,Ricardo Gardner,32.0,30+,Defender,Preston NE,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8700,Bolton Wanderers,8559,Tom Eckersley,18.0,15-22,Defender,Bolton W. U18,-,in,0.0,Premier League,2010,2010/2011
8701,Bolton Wanderers,8559,Tope Obadeyi,21.0,15-22,Forward,Shrewsbury,"End of loanJan 1, 2011",in,0.0,Premier League,2010,2010/2011
8702,Bolton Wanderers,8559,Ali Al-Habsi,29.0,23-29,Defender,Wigan,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8703,Bolton Wanderers,8559,Joey O'Brien,25.0,23-29,Defender,Sheff Wed,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8704,Bolton Wanderers,8559,Joe Riley,18.0,15-22,Defender,Bolton W. U18,-,in,0.0,Premier League,2010,2010/2011
8705,Blackpool FC,8483,Elliot Grandin,22.0,15-22,Forward,CSKA Sofia,£1.35m,in,1.35,Premier League,2010,2010/2011
8706,Blackpool FC,8483,DJ Campbell,28.0,23-29,Forward,Leicester,£1.35m,in,1.35,Premier League,2010,2010/2011
8707,Blackpool FC,8483,Chris Basham,21.0,15-22,Defender,Bolton,£1.26m,in,1.26,Premier League,2010,2010/2011
8708,Blackpool FC,8483,Craig Cathcart,21.0,15-22,Defender,Man Utd U23,£563k,in,0.563,Premier League,2010,2010/2011
8709,Blackpool FC,8483,Matt Phillips,19.0,15-22,Forward,Wycombe,£360k,in,0.36,Premier League,2010,2010/2011
8710,Blackpool FC,8483,Sergey Kornilenko,27.0,23-29,Forward,Zenit S-Pb,Loan fee:£270k,in,0.27,Premier League,2010,2010/2011
8711,Blackpool FC,8483,Salaheddine Sbaï,25.0,23-29,Defender,Nîmes Olympique,Free Transfer,in,0.0,Premier League,2010,2010/2011
8712,Blackpool FC,8483,Luke Varney,27.0,23-29,Forward,Derby,Loan,in,0.0,Premier League,2010,2010/2011
8713,Blackpool FC,8483,David Carney,26.0,23-29,Forward,FC Twente,Free Transfer,in,0.0,Premier League,2010,2010/2011
8714,Blackpool FC,8483,James Beattie,32.0,30+,Forward,Rangers,Loan,in,0.0,Premier League,2010,2010/2011
8715,Blackpool FC,8483,Dekel Keinan,25.0,23-29,Defender,Maccabi Haifa,Free Transfer,in,0.0,Premier League,2010,2010/2011
8716,Blackpool FC,8483,Marlon Harewood,30.0,30+,Forward,Aston Villa,Free Transfer,in,0.0,Premier League,2010,2010/2011
8717,Blackpool FC,8483,Andy Reid,28.0,23-29,Midfielder,Sunderland,Free Transfer,in,0.0,Premier League,2010,2010/2011
8718,Blackpool FC,8483,Malaury Martin,21.0,15-22,Midfielder,Monaco,Free Transfer,in,0.0,Premier League,2010,2010/2011
8719,Blackpool FC,8483,Jason Puncheon,24.0,23-29,Midfielder,Southampton,Loan,in,0.0,Premier League,2010,2010/2011
8720,Blackpool FC,8483,Richard Kingson,32.0,30+,Defender,Wigan,?,in,0.0,Premier League,2010,2010/2011
8721,Blackpool FC,8483,Ludovic Sylvestre,26.0,23-29,Midfielder,Mladá Boleslav,?,in,0.162,Premier League,2010,2010/2011
8722,Blackpool FC,8483,Stephen Husband,20.0,15-22,Midfielder,Stockport,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
8723,Blackpool FC,8483,Ashley Eastham,20.0,15-22,Defender,Cheltenham Town,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8724,Blackpool FC,8483,Louis Almond,19.0,15-22,Forward,Barrow,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8725,Blackpool FC,8483,Ishmel Demontagnac,22.0,15-22,Forward,Stockport,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
8726,Blackpool FC,8483,Danny Coid,29.0,23-29,Defender,Rotherham,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8727,Blackpool FC,8483,Rob Edwards,28.0,23-29,Defender,Norwich,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8728,Blackpool FC,8483,Ashley Eastham,19.0,15-22,Defender,Carlisle United,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
8729,Blackpool FC,8483,Mark Halstead,21.0,15-22,Defender,Kettering Town,"End of loanMar 5, 2011",in,0.0,Premier League,2010,2010/2011
8730,Blackpool FC,8483,Jason Euell,34.0,30+,Forward,Doncaster,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8731,Blackpool FC,8483,Mark Halstead,20.0,15-22,Defender,Barrow,"End of loanNov 16, 2010",in,0.0,Premier League,2010,2010/2011
8732,Blackpool FC,8483,Marlon Harewood,31.0,30+,Forward,Barnsley FC,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
8733,FC Girondins Bordeaux,9827,Fahid Ben Khalfallah,27.0,23-29,Forward,Valenciennes FC,£4.05m,in,4.05,Ligue 1,2010,2010/2011
8734,FC Girondins Bordeaux,9827,Anthony Modeste,22.0,15-22,Forward,OGC Nice,£3.15m,in,3.15,Ligue 1,2010,2010/2011
8735,FC Girondins Bordeaux,9827,Vujadin Savic,20.0,15-22,Defender,Red Star,£1.35m,in,1.35,Ligue 1,2010,2010/2011
8736,FC Girondins Bordeaux,9827,Moussa Maazou,22.0,15-22,Forward,CSKA Moscow,Loan fee:£450k,in,0.45,Ligue 1,2010,2010/2011
8737,FC Girondins Bordeaux,9827,André,20.0,15-22,Forward,Dynamo Kyiv,Loan fee:£450k,in,0.45,Ligue 1,2010,2010/2011
8738,FC Girondins Bordeaux,9827,Azbe Jug,18.0,15-22,Defender,NK Interblock,?,in,0.49344827586206896,Ligue 1,2010,2010/2011
8739,FC Girondins Bordeaux,9827,Fernando Cavenaghi,27.0,23-29,Forward,RCD Mallorca,"End of loanJan 25, 2011",in,0.0,Ligue 1,2010,2010/2011
8740,FC Girondins Bordeaux,9827,Salif Sané,19.0,15-22,Defender,G. Bordeaux B,-,in,0.0,Ligue 1,2010,2010/2011
8741,FC Girondins Bordeaux,9827,Kévin Olimpa,22.0,15-22,Defender,SCO Angers,"End of loanJun 30, 2010",in,0.0,Ligue 1,2010,2010/2011
8742,FC Girondins Bordeaux,9827,Wilfried Moimbé,21.0,15-22,Defender,AC Ajaccio,"End of loanJun 30, 2010",in,0.0,Ligue 1,2010,2010/2011
8743,FC Girondins Bordeaux,9827,Florian Marange,24.0,23-29,Defender,AS Nancy,"End of loanJun 30, 2010",in,0.0,Ligue 1,2010,2010/2011
8744,FC Girondins Bordeaux,9827,Cheick Diabaté,22.0,15-22,Forward,AS Nancy,"End of loanJun 30, 2010",in,0.0,Ligue 1,2010,2010/2011
8745,FC Girondins Bordeaux,9827,Paul Lasne,21.0,15-22,Midfielder,LB Châteauroux,"End of loanJun 30, 2010",in,0.0,Ligue 1,2010,2010/2011
8746,FC Girondins Bordeaux,9827,Floyd Ayité,21.0,15-22,Forward,AS Nancy,"End of loanJun 30, 2010",in,0.0,Ligue 1,2010,2010/2011
8747,FC Girondins Bordeaux,9827,Matthieu Saunier,20.0,15-22,Defender,Rodez AF,"End of loanJun 30, 2010",in,0.0,Ligue 1,2010,2010/2011
